Order ID,Client,Sales Rep,Service,Amount,Date,Status
1005,"Watts, Robinson And Nguyen",Chinedu Okafor,Consulting,121108.0,2026-06-26,Pending
1048,"Reid, Ferguson And Sanchez",Ibrahim Sule,Server Maintenance,87821.0,2026-06-08,Cancelled
1120,"Watts, Robinson And Nguyen",Femi Adeyemi,Backup Service,88370.0,2026-05-28,Paid
1043,"Reid, Ferguson And Sanchez",Ada Bello,Consulting,63898.0,2026-03-03,Pending
1139,"Mcclure, Ward And Lee",Ibrahim Sule,Backup Service,152060.0,2026-03-30,Pending
1037,"Walter, Edwards And Rios",Grace Nwosu,Network Setup,49136.0,2026-03-31,Paid
1056,Gray-Mayo,Kemi Afolabi,Network Setup,301952.0,2026-05-22,Overdue
1087,"Walter, Edwards And Rios",Ibrahim Sule,Backup Service,84236.0,2026-06-11,Overdue
1012,"Rodriguez, Figueroa And Sanchez",Chinedu Okafor,Cloud Hosting,58552.0,2026-01-19,Paid
1102,"Walter, Edwards And Rios",Femi Adeyemi,Cloud Hosting,124089.0,2026-03-28,Overdue
1059,Galloway-Wyatt,Ibrahim Sule,Network Setup,47308.0,2026-02-06,Paid
1061,Abbott-Munoz,Grace Nwosu,Cloud Hosting,63685.0,2026-03-25,Paid
1042,"Henderson, Ramirez And Lewis",Grace Nwosu,IT Support Retainer,153473.0,2026-03-25,Cancelled
1041,Dudley Group,Kemi Afolabi,IT Support Retainer,222274.0,2026-05-18,Cancelled
1078,Doyle Ltd,Femi Adeyemi,Backup Service,88450.0,2026-07-04,Paid
1133,"Gardner, Robinson And Lawrence",Kemi Afolabi,Backup Service,47180.0,2026-02-03,Pending
1055,Williams And Sons,Ada Bello,Backup Service,87512.0,2026-04-15,Pending
1122,Morales-Jones,Ibrahim Sule,IT Support Retainer,122304.0,2026-04-28,Overdue
1034,"Guzman, Hoffman And Baldwin",Grace Nwosu,Network Setup,44694.0,2026-05-30,Unknown
1094,Wilkerson-Day,Chinedu Okafor,Network Setup,300308.0,2026-04-18,Cancelled
1038,"Henderson, Ramirez And Lewis",Chinedu Okafor,IT Support Retainer,218937.0,2026-06-29,Pending
1066,"Adams, Zuniga And Wong",Femi Adeyemi,Network Setup,59082.0,2026-04-04,Cancelled
1029,Wilkerson-Day,Grace Nwosu,Server Maintenance,62187.0,2026-08-07,Cancelled
1046,Abbott-Munoz,Femi Adeyemi,Cloud Hosting,219034.0,2026-01-27,Paid
1025,Blake And Sons,Ada Bello,Network Setup,151274.0,2026-03-26,Overdue
1085,Williams And Sons,Ada Bello,Server Maintenance,122824.0,2026-03-21,Paid
1125,Garcia-James,Grace Nwosu,Network Setup,48043.0,2026-01-13,Overdue
1084,"Hoffman, Baker And Richards",Grace Nwosu,Cloud Hosting,122697.0,2026-03-16,Overdue
1030,"Mcclain, Miller And Henderson",Kemi Afolabi,Network Setup,58200.0,2026-05-02,Pending
1112,"Watts, Robinson And Nguyen",Femi Adeyemi,Consulting,43372.0,2026-09-03,Paid
1057,"Hoffman, Baker And Richards",Grace Nwosu,Network Setup,88947.0,2026-06-18,Overdue
1132,Galloway-Wyatt,Chinedu Okafor,IT Support Retainer,153765.0,2026-01-29,Paid
1090,"Watts, Robinson And Nguyen",Kemi Afolabi,Network Setup,47570.0,2026-05-07,Paid
1138,Arnold Ltd,Ada Bello,IT Support Retainer,303992.0,2026-06-22,Overdue
1118,Davis And Sons,Femi Adeyemi,Consulting,62935.0,2026-01-12,Overdue
1129,Abbott-Munoz,Chinedu Okafor,Consulting,150686.0,2026-06-21,Cancelled
1050,"Watts, Robinson And Nguyen",Kemi Afolabi,Consulting,47461.0,2026-10-03,Pending
1003,"Mcclain, Miller And Henderson",Femi Adeyemi,Consulting,221763.0,2026-04-07,Overdue
1080,Garcia-James,Femi Adeyemi,Network Setup,299173.0,2026-02-06,Paid
1049,Blake And Sons,Chinedu Okafor,IT Support Retainer,46346.0,2026-03-16,Paid
1117,Dudley Group,Ibrahim Sule,IT Support Retainer,83602.0,2026-05-21,Overdue
1051,"Adams, Zuniga And Wong",Grace Nwosu,Backup Service,120230.0,2026-01-21,Unknown
1135,"Guzman, Hoffman And Baldwin",Kemi Afolabi,Server Maintenance,121092.0,2026-06-19,Overdue
1017,"Hoffman, Baker And Richards",Femi Adeyemi,Cloud Hosting,148556.0,2026-01-31,Pending
1010,Blair Plc,Femi Adeyemi,Network Setup,62647.0,2026-05-05,Pending
1091,Gray-Mayo,Ibrahim Sule,Backup Service,151085.0,2026-02-02,Paid
1064,"Henderson, Ramirez And Lewis",Femi Adeyemi,Backup Service,303392.0,2026-06-25,Overdue
1013,"Adams, Zuniga And Wong",Grace Nwosu,Server Maintenance,48398.0,2026-04-30,Pending
1044,"Henderson, Ramirez And Lewis",Kemi Afolabi,Consulting,152349.0,2026-05-21,Overdue
1131,Arnold Ltd,Kemi Afolabi,Network Setup,88035.0,2026-03-05,Paid
1022,"Mcclain, Miller And Henderson",Chinedu Okafor,Consulting,152526.0,2026-02-02,Paid
1089,James Group,Ada Bello,Network Setup,45029.0,2026-05-15,Paid
1110,Gray-Mayo,Ibrahim Sule,Network Setup,299057.0,2026-01-15,Pending
1019,"Reid, Ferguson And Sanchez",Ada Bello,Consulting,60859.0,2026-04-05,Pending
